ques_naire;user_id;propertyid;createtime;min-erittain-korkea-asuinalue-sopii-helsinkiin;kuinka-todennakoisesti-asut-alueella-viela-5-vuoden-kuluttua;min-mieluiten-ulkoilen-laajassa-metsassa-vaikka-se-olisi-vahan-kauempana-kotoa;tarkein;min-kiinnostavin-uusi-kulttuuri-syntyy-kohtaamisista-kaupungissa;min-haluan-tehda-paivittaiset-ostokseni-vahan-kerrallaan-lahella-kotia;min-jos-raideliikenteen-yhteyksia-parannetaan-kayttaisin-raideliikennetta-nykyista-enemman-seka-tyomatkoihini-etta-vapaa-ajalla;toiseksi-tarkein;jos-asut-muualla-kuin-helsingissa-missa-asu;min-esikaupungeissa-tehokkain-rakentaminen-kannattaisi-keskittaa-asemien-laheisyyteen;min-suurkaupunki-ja-sen-monet-mahdollisuudet-ovat-kiehtovia;kolmenneksi-tarkein;ika;missa-kaupunginosassa-asut;user-language;min-helsingin-keskustaan-johtavien-isojen-teiden-muuttaminen-puistokaduiksi-on-hyva-idea;min-koska-helsinki-kasvaa-pitaa-sita-tiiviistaa;elamantilanne-asumismuoto;min-autoilun-tarpeen-vahentamiseksi-olen-valmis-hyvaksymaan-tiiviimpaa-rakentamista-asuinalueellani;min-asuinalueeltani-loytyy-viela-paikkoja-joita-voisi-kayttaa-rakentamiseen
"mita-ajattelet-tulevaisuuden-k";"452";"1909";"2013-11-04T10:47";"41,43";"erittain-todennakoisesti";"40,24";"joukkoliikenne";"34,68";"5,32";"3,73";"kavely"; ;"31,9";"10,87"; ;"30-39";"Kallio";"en";"24,37";"10,48";"yksin-asuva";"15,63";"81,9"
"mita-ajattelet-tulevaisuuden-k";"453";"1914";"2013-11-04T10:47";"35,48";"melko-todennakoisesti";"65,63";"joukkoliikenne"; ;"12,06";"33,1";"polkupyora"; ;"31,51";"28,04";"henkiloauto";"30-39";"Herttoniemi (Roihuvuori)";"en";"59,68";"41,43";"lapsiperhe";"36,27";"29,52"
"mita-ajattelet-tulevaisuuden-k";"455";"1918";"2013-11-04T10:48";"32,03";"melko-epatodennakoisesti";"79,92";"polkupyora";"12,46";"8,49";"0";"joukkoliikenne"; ;"50,16";"13,34";"kavely";"20-24";"Kallio";"fi";"8,1";"11,28";"pariskunta";"20,4";"20,8"
"mita-ajattelet-tulevaisuuden-k";"456";"1919";"2013-11-04T10:48";"29,76";"vaikea-sanoa";"50";"polkupyora";"33,73";"34,92";"0";"joukkoliikenne";"espoossa";"0"; ;"kavely";"25-29"; ;"en";"0";"25";"pariskunta";"0";"25,79"
"mita-ajattelet-tulevaisuuden-k";"457";"1920";"2013-11-04T10:48"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ;"47,77"; 
"mita-ajattelet-tulevaisuuden-k";"458";"1922";"2013-11-04T10:48";"12,18";"vaikea-sanoa";"34,4";"joukkoliikenne";"28,97";"24,88";"10,91";"polkupyora";"espoossa";"27,42";"18,21";"henkiloauto";"50-59";"";"fi";"59,8";"15,99";"pariskunta";"14,09";"27,1"
"mita-ajattelet-tulevaisuuden-k";"459";"1934";"2013-11-04T10:49";"70,79";"erittain-todennakoisesti";"75,56";"joukkoliikenne"; ;"12,46"; ;"kavely"; ;"79,52";"5,32";"henkiloauto";"30-39";"Kallio";"fi";"0";"32,3";"pariskunta"; ;"23,17"
"mita-ajattelet-tulevaisuuden-k";"460";"1936";"2013-11-04T10:49"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"461";"1938";"2013-11-04T10:49";"63,25";"erittain-todennakoisesti";"65,24";"kavely";"77,54";"31,51";"67,22";"joukkoliikenne"; ;"76,75";"41,83";"henkiloauto";"40-49";"Mellunkylä (Kontula,  Vesala, Mellunmäki, Kivikko, Kurkimäki)";"fi";"2,14";"58,89";"yksin-asuva";"80,71";"10,08"
"mita-ajattelet-tulevaisuuden-k";"462";"1949";"2013-11-04T10:50";"70,74";"erittain-todennakoisesti";"77,16";"joukkoliikenne";"28,54"; ;"33,86";"kavely"; ;"17,45";"28,89";"polkupyora";"60-69";"Vuosaari";"fi";"10,38";"28,89";"yksin-asuva";"29,6";"48,29"
"mita-ajattelet-tulevaisuuden-k";"463";"1945";"2013-11-04T10:49";"30,16";"melko-todennakoisesti";"1,98";"joukkoliikenne";"75,4";"1,98";"3,57";"kavely"; ;"19,05";"11,9";"polkupyora";"25-29";"Herttoniemi (Roihuvuori)";"fi";"3,97";"17,06";"pariskunta";"2,78";"23,41"
"mita-ajattelet-tulevaisuuden-k";"464";"1955";"2013-11-04T10:50";"0";"melko-todennakoisesti";"13,290000000000001";"henkiloauto";"2,98";"2,18";"2,18";"henkiloauto";"muualla-uudenmaan-alueella";"48,21";"3,5700000000000003";"henkiloauto";"50-59"; ;"en";"100";"0";"pariskunta";"5,36";"90,28"
"mita-ajattelet-tulevaisuuden-k";"465";"1966";"2013-11-04T10:51";"11,67";"melko-todennakoisesti";"72,38";"henkiloauto";"7,3";"23,57";"4,53";"joukkoliikenne"; ;"79,92";"7,3";"polkupyora";"40-49";"Toukola (Arabianranta)";"fi";"24,37";"60,88";"lapsiperhe";"94,21";"93,81"
"mita-ajattelet-tulevaisuuden-k";"467";"1963";"2013-11-04T10:51"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"469";"1989";"2013-11-04T10:52";"43,85";"erittain-todennakoisesti";"63,690000000000005";"polkupyora";"13,290000000000001";"17,66";"7,74";"kavely"; ;"10,52";"10,91";"joukkoliikenne";"30-39";"Lauttasaari";"fi";"2,58";"12,5";"pariskunta";"21,63";"14,88"
"mita-ajattelet-tulevaisuuden-k";"470";"1991";"2013-11-04T10:52";"0";"erittain-todennakoisesti";"100";"joukkoliikenne";"0";"0";"0";"kavely";"ulkomailla";"100";"0";"henkiloauto";"40-49";"Kallio";"en";"0";"0";"pariskunta";"0";"75,95"
"mita-ajattelet-tulevaisuuden-k";"472";"1995";"2013-11-04T10:52";"43,02";"erittain-todennakoisesti";"80,32";"kavely";"30,32";"86,27";"24,76";"joukkoliikenne";"espoossa";"45,79";"32,3";"henkiloauto";"20-24"; ;"en";"35,87";"58,1";"pariskunta";"36,67";"27,67"
"mita-ajattelet-tulevaisuuden-k";"473";"2007";"2013-11-04T10:53"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"474";"2014";"2013-11-04T10:53";"100";"vaikea-sanoa"; ;"joukkoliikenne";"42,86";"5,95";"51,59";"kavely";"espoossa";"27,78";"35,71";"henkiloauto";"60-69";"";"fi";"26,19";"18,650000000000002";"yksin-asuva";"40,08";"34,92"
"mita-ajattelet-tulevaisuuden-k";"475";"2015";"2013-11-04T10:53";"31,34";"melko-epatodennakoisesti";"85,17";"joukkoliikenne";"15,21";"0";"0";"kavely"; ;"20,79";"0";"polkupyora";"25-29";"Oulunkylä (Pirkkola, Maunula, Metsälä, Patola, Veräjämäki, Veräjälaakso)";"fi";"0";"0";"pariskunta";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"476";"2017";"2013-11-04T10:53";"10,87";"melko-todennakoisesti";"77,54";"henkiloauto"; ;"26,35"; ;"joukkoliikenne"; ; ; ;"kavely";"40-49";"Tammisalo";"fi"; ;"23,97";"pariskunta";"75,55";"99,37"
"mita-ajattelet-tulevaisuuden-k";"477";"2018";"2013-11-04T10:53";"15,67";"erittain-todennakoisesti";"21,23";"henkiloauto";"14,48";"18,45";"85,12";"polkupyora"; ;"15,67";"15,67";"kavely";"60-69";"Kaartinkaupunki";"fi";"84,33";"17,66";"lapsiperhe";"81,15";"16,87"
"mita-ajattelet-tulevaisuuden-k";"478";"2020";"2013-11-04T10:53"; ;"melko-todennakoisesti"; ;"joukkoliikenne"; ; ; ;"kavely"; ; ; ;"henkiloauto";"30-39";"Viikki";"fi"; ; ;"yksin-asuva"; ; 
"mita-ajattelet-tulevaisuuden-k";"479";"2036";"2013-11-04T10:54"; ; ; ; ; ; ; ; ; ; ; ; ;"20-24"; ;"fi"; ; ;"pariskunta"; ; 
"mita-ajattelet-tulevaisuuden-k";"480";"2045";"2013-11-04T10:55";"38,85";"erittain-epatodennakoisesti"; ;"kavely";"32,7";"34,68";"30,32";"joukkoliikenne"; ; ;"22,38";"";"25-29";"Vallila";"en";"24,76";"29,92";"pariskunta";"27,14";"33,49"
"mita-ajattelet-tulevaisuuden-k";"481";"2046";"2013-11-04T10:55"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"482";"2055";"2013-11-04T10:56";"20";"erittain-todennakoisesti";"70,32";"joukkoliikenne";"25,56";"12,07";"28,88";"kavely"; ;"13,26";"22,38";"polkupyora";"30-39";"Toukola (Arabianranta)";"fi";"36,67";"11,67";"pariskunta";"28,34";"59,29"
"mita-ajattelet-tulevaisuuden-k";"483";"2059";"2013-11-04T10:56";"0";"melko-todennakoisesti";"100";"joukkoliikenne";"0";"0";"0";"kavely"; ;"0";"0";"polkupyora";"30-39";"Kallio";"fi";"0";"0";"yksin-asuva";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"484";"2060";"2013-11-04T10:56";"0";"erittain-todennakoisesti";"100";"polkupyora";"0";"0";"0";"kavely"; ;"0";"0";"joukkoliikenne";"50-59";"Etu-Töölö";"fi";"0";"0";"pariskunta";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"485";"2063";"2013-11-04T10:56";"24,41"; ;"36,71"; ;"18,46";"60,120000000000004";"29,96"; ; ;"22,03";"24,41"; ; ; ;"fi";"81,15";"28,38"; ;"32,74";"35,52"
"mita-ajattelet-tulevaisuuden-k";"486";"2065";"2013-11-04T10:56";"13,69";"vaikea-sanoa";"15,280000000000001";"kavely";"70,04";"91,07000000000001";"100";"henkiloauto"; ;"72,82000000000001";"31,55";"joukkoliikenne";"30-39";"Kruununhaka";"en";"100";"100";"yksin-asuva";"100";"88,69"
"mita-ajattelet-tulevaisuuden-k";"487";"2068";"2013-11-04T10:56";"35,12";"erittain-todennakoisesti";"100";"joukkoliikenne";"0";"20,04";"100";"henkiloauto"; ;"35,12";"0";"polkupyora";"30-39";"Etu-Töölö";"en";"0";"20,04";"pariskunta";"99,8";"100"
"mita-ajattelet-tulevaisuuden-k";"488";"2069";"2013-11-04T10:56"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"489";"2073";"2013-11-04T10:56";"0";"melko-todennakoisesti";"71,09";"joukkoliikenne";"32,79";"28,89";"28,89";"henkiloauto"; ; ; ;"polkupyora";"30-39";"Tapaninkylä";"fi";"43,35";"71,45";"lapsiperhe";"71,09";"87,4"
"mita-ajattelet-tulevaisuuden-k";"490";"2095";"2013-11-04T10:57";"0";"melko-todennakoisesti";"92,22";"polkupyora";"0";"27,54";"0";"joukkoliikenne";"vantaalla";"80,52";"0";"henkiloauto";"30-39";"";"en";"0";"0";"lapsiperhe";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"491";"2097";"2013-11-04T10:57";"0";"erittain-todennakoisesti";"0";"joukkoliikenne";"0";"0";"0";"polkupyora"; ;"0";"0";"henkiloauto";"25-29";"Ruskeasuo";"fi";"0";"0";"pariskunta";"0";"22,37"
"mita-ajattelet-tulevaisuuden-k";"492";"2115";"2013-11-04T10:58";"12,7";"melko-epatodennakoisesti"; ;"polkupyora";"17,06";"4,37";"22,22";"joukkoliikenne"; ;"13,1";"4,76";"kavely";"30-39";"Länsisatama (Ruoholahti, Salmisaari, Lapinlahti, Jätkäsaari, Hernesaari)";"fi";"17,86";"19,05";"pariskunta";"26,98";"19,05"
"mita-ajattelet-tulevaisuuden-k";"494";"2117";"2013-11-04T10:58";"0";"erittain-todennakoisesti";"100";"henkiloauto"; ;"100";"0";"joukkoliikenne";"espoossa"; ;"0";"polkupyora";"50-59"; ;"fi"; ; ;"pariskunta";"100";"100"
"mita-ajattelet-tulevaisuuden-k";"495";"2128";"2013-11-04T10:59";"0";"melko-todennakoisesti";"12,13";"joukkoliikenne";"6,05";"0";"10,88";"henkiloauto"; ;"0";"0";"kavely";"20-24";"Ruskeasuo";"fi";"0";"0";"yksin-asuva";"0";"9,6"
"mita-ajattelet-tulevaisuuden-k";"496";"2131";"2013-11-04T10:59"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"497";"2136";"2013-11-04T10:59";"5,81";"vaikea-sanoa";"71,29";"joukkoliikenne";"28,04";"18,91";"4,23";"henkiloauto"; ;"7";"19,31";"polkupyora";"30-39";"Munkkiniemi (Kuusisaari, Lehtisaari, Munkkivuori, Niemenmäki, Talinranta)";"en";"2,64";"4,62";"pariskunta";"5,42";"7,8"
"mita-ajattelet-tulevaisuuden-k";"498";"2141";"2013-11-04T10:59"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"499";"2143";"2013-11-04T10:59";"23,49";"vaikea-sanoa";"72,38";"polkupyora"; ;"27,54";"60,08";"joukkoliikenne"; ;"15,64";"31,11";"kavely";"30-39";"Kamppi";"en";"14,45";"14,45";"yksin-asuva";"13,69";"24,37"
"mita-ajattelet-tulevaisuuden-k";"500";"2146";"2013-11-04T10:59";"90,24";"erittain-todennakoisesti";"80,75";"joukkoliikenne"; ;"66,03";"68,81";"henkiloauto"; ;"71,99";"72,78";"kavely";"70-";"Mellunkylä (Kontula,  Vesala, Mellunmäki, Kivikko, Kurkimäki)";"fi";"95";"66,64";"pariskunta";"66,43";"65,64"
"mita-ajattelet-tulevaisuuden-k";"501";"2149";"2013-11-04T10:59";"13,89";"melko-todennakoisesti";"80,95";"henkiloauto"; ;"90,87";"40,87";"joukkoliikenne"; ;"26,19"; ;"kavely";"50-59";"Vuosaari";"fi";"61,51"; ;"muu"; ;"9,52"
"mita-ajattelet-tulevaisuuden-k";"502";"2155";"2013-11-04T11:00";"slider_default_value";"vaikea-sanoa"; ;"henkiloauto";"100";"99,56";"100";"kavely"; ;"slider_default_value";"100";"polkupyora";"30-39";"Katajanokka";"en";"100";"100";"lapsiperhe";"100";"100"
"mita-ajattelet-tulevaisuuden-k";"503";"2157";"2013-11-04T11:00";"0";"melko-epatodennakoisesti";"100";"joukkoliikenne";"0";"19,81";"13,73";"kavely"; ;"0";"0";"henkiloauto";"20-24";"Länsisatama (Ruoholahti, Salmisaari, Lapinlahti, Jätkäsaari, Hernesaari)";"fi";"100";"0";"yksin-asuva";"31,11";"0"
"mita-ajattelet-tulevaisuuden-k";"504";"2159";"2013-11-04T11:00";"10,88";"erittain-todennakoisesti";"82,3";"polkupyora";"0";"0";"19,61";"joukkoliikenne"; ;"0";"0";"kavely";"30-39";"Vallila";"en";"0";"0";"yksin-asuva";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"505";"2163";"2013-11-04T11:00";"26,84";"melko-epatodennakoisesti";"57,3";"kavely";"50,56";"20,8";"76,75";"joukkoliikenne"; ;"26,35";"23,18";"polkupyora";"30-39";"Ullanlinna";"fi";"39,45";"23,67";"yksin-asuva";"28,34";"70,4"
"mita-ajattelet-tulevaisuuden-k";"506";"2170";"2013-11-04T11:00"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"508";"2197";"2013-11-04T11:01";"38,35";"vaikea-sanoa";"90,73";"henkiloauto"; ;"15,34";"14,15";"joukkoliikenne";"espoossa";"14,54";"20,89";"kavely";"30-39"; ;"en";"14,94";"4,23";"lapsiperhe";"14,54";"14,94"
"mita-ajattelet-tulevaisuuden-k";"509";"2199";"2013-11-04T11:01";"1,19";"erittain-todennakoisesti";"95,24";"kavely";"98,02";"0";"2,38";"joukkoliikenne"; ;"1,19";"0,79";"henkiloauto";"50-59";"Vartiokylä (Vartioharju, Puotila, Puotinharju, Myllypuro, Marjaniemi, Itäkeskus)";"fi";"3,17";"1,59";"lapsiperhe";"2,38";"3,97"
"mita-ajattelet-tulevaisuuden-k";"510";"2211";"2013-11-04T11:02";"75,95";"erittain-epatodennakoisesti";"70,39";"henkiloauto";"36,26";"35,36";"11,26";"kavely";"espoossa";"18,01";"76,74";"joukkoliikenne";"30-39";"";"fi";"11,66";"27,93";"lapsiperhe"; ;"78,72"
"mita-ajattelet-tulevaisuuden-k";"511";"2217";"2013-11-04T11:02";"26,73";"vaikea-sanoa";"0,65";"henkiloauto";"0";"0";"100";"henkiloauto"; ;"0";"2,54";"henkiloauto";"40-49";"Pakila";"fi";"100";"0";"yksin-asuva";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"512";"2218";"2013-11-04T11:02";"70,8";"vaikea-sanoa";"45,5";"kavely";"0";"0";"0";"joukkoliikenne"; ;"0";"0";"polkupyora";"30-39";"Kallio";"fi";"0";"0";"lapsiperhe";"0";"27,54"
"mita-ajattelet-tulevaisuuden-k";"513";"2235";"2013-11-04T11:03"; ;"vaikea-sanoa"; ;"joukkoliikenne"; ; ; ;"kavely"; ; ; ;"polkupyora";"20-24";"Ullanlinna";"fi"; ; ;"pariskunta"; ; 
"mita-ajattelet-tulevaisuuden-k";"514";"2236";"2013-11-04T11:03";"0";"erittain-todennakoisesti";"48,28";"kavely";"0";"7,29";"0";"polkupyora"; ;"0";"0";"henkiloauto";"30-39";"Punavuori";"en";"0";"0";"pariskunta";"0";"27,15"
"mita-ajattelet-tulevaisuuden-k";"515";"2240";"2013-11-04T11:03"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"516";"2248";"2013-11-04T11:03";"89,04";"melko-todennakoisesti";"96,58";"joukkoliikenne";"0,55";"4,91";"5,71";"polkupyora"; ;"39,68";"2,5300000000000002";"kavely";"25-29";"Alppiharju";"en";"2,02";"0,15";"pariskunta";"4,87";"40,72"
"mita-ajattelet-tulevaisuuden-k";"517";"2253";"2013-11-04T11:03";"0";"erittain-todennakoisesti";"0";"joukkoliikenne";"16,47";"14,48";"35,52";"kavely"; ;"77,98";"13,69";"henkiloauto";"40-49";"Alppiharju";"fi";"0";"0";"yksin-asuva";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"518";"2258";"2013-11-04T11:04";"58,1";"vaikea-sanoa";"100";"joukkoliikenne";"26,46";"0";"0";"kavely"; ;"35,08";"22,78";"henkiloauto";"25-29";"Kallio";"fi";"31,11"; ;"pariskunta";"0";"10,08"
"mita-ajattelet-tulevaisuuden-k";"519";"2262";"2013-11-04T11:04"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"520";"2276";"2013-11-04T11:05";"0";"vaikea-sanoa";"95,67";"henkiloauto";"0";"95,36";"26,78";"joukkoliikenne";"";"0";"0";"kavely";"50-59";"Kaarela (Kannelmäki, Maununneva, Malminkartano, Hakuninmaa, Kuninkaantammi, Honkasuo)";"fi"; ;"0"; ;"0";"0"
"mita-ajattelet-tulevaisuuden-k";"521";"2294";"2013-11-04T11:05";"0";"melko-todennakoisesti";"74,4";"joukkoliikenne";"0"; ;"0";"polkupyora"; ;"20,04";"0";"kavely";"30-39";"Etu-Töölö";"fi";"0";"0";"pariskunta";"0";"24,01"
"mita-ajattelet-tulevaisuuden-k";"522";"2296";"2013-11-04T11:05";"20,44"; ;"99,8"; ; ;"69,64";"45,63"; ; ;"36,11"; ; ; ; ;"fi"; ;"76,39"; ;"70,44";"100"
"mita-ajattelet-tulevaisuuden-k";"523";"2300";"2013-11-04T11:06";"25,95";"erittain-epatodennakoisesti";"100";"joukkoliikenne";"0";"24,36"; ;"joukkoliikenne"; ;"86,26";"0";"joukkoliikenne";"30-39";"Vartiokylä (Vartioharju, Puotila, Puotinharju, Myllypuro, Marjaniemi, Itäkeskus)";"en";"24,95";"24,990000000000002";"lapsiperhe";"0";"25,150000000000002"
"mita-ajattelet-tulevaisuuden-k";"524";"2320";"2013-11-04T11:06";"46,58";"vaikea-sanoa";"52,93";"polkupyora";"46,980000000000004";"11,26";"53,33";"joukkoliikenne"; ;"41,82";"16,42";"kavely";"25-29";"Kallio";"fi";"13,25";"36,26";"pariskunta";"27,53";"43,08"
"mita-ajattelet-tulevaisuuden-k";"525";"2333";"2013-11-04T11:06"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"526";"2345";"2013-11-04T11:07";"69,64";"erittain-todennakoisesti";"91,07000000000001";"joukkoliikenne";"10,52";"8,53";"34,33";"kavely"; ;"20,44";"19,64";"polkupyora";"60-69";"Käpylä";"fi";"10,120000000000001";"2,58";"yksin-asuva";"2,18";"12,1"
"mita-ajattelet-tulevaisuuden-k";"527";"2372";"2013-11-04T11:07";"0";"erittain-todennakoisesti";"100";"joukkoliikenne";"0";"0";"0";"kavely"; ;"0";"0";"polkupyora";"30-39";"Sörnäinen";"fi";"100";"0";"lapsiperhe";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"528";"2382";"2013-11-04T11:08";"23,61";"erittain-todennakoisesti";"8,93";"henkiloauto";"31,94";"12,9";"31,94";"joukkoliikenne"; ;"17,66";"9,33";"kavely";"50-59";"Käpylä";"fi";"25,2";"51,79";"pariskunta"; ;"31,94"
"mita-ajattelet-tulevaisuuden-k";"529";"2389";"2013-11-04T11:08"; ;"erittain-todennakoisesti";"86,27";"henkiloauto";"0";"8,89";"29,87";"polkupyora"; ;"21,59";"0";"joukkoliikenne";"30-39";"Kallio";"fi";"51,41";"25,95";"pariskunta";"21,59";"85,48"
"mita-ajattelet-tulevaisuuden-k";"530";"2410";"2013-11-04T11:09";"16,25";"melko-todennakoisesti";"30,21";"joukkoliikenne";"3,43";"59,95";"0,46";"kavely"; ;"1,14";"0,46";"polkupyora";"40-49";"Koskela";"fi";"0,69";"1,6";"lapsiperhe";"2,06";"0,69"
"mita-ajattelet-tulevaisuuden-k";"531";"2415";"2013-11-04T11:09";"45";"melko-epatodennakoisesti";"55,32";"joukkoliikenne";"35,08";"30,32";"30,15";"kavely"; ;"35,67";"45,79"; ;"25-29";"Punavuori";"fi";"45";"30,32";"yksin-asuva";"55,02";"85,08"
"mita-ajattelet-tulevaisuuden-k";"532";"2423";"2013-11-04T11:09";"41,47";"erittain-todennakoisesti";"37,5";"joukkoliikenne"; ;"25,990000000000002";"41,47";"kavely"; ;"38,69";"41,47";"polkupyora";"30-39";"Herttoniemi (Roihuvuori)";"fi";"41,47";"42,660000000000004";"lapsiperhe";"45,83";"53,370000000000004"
"mita-ajattelet-tulevaisuuden-k";"533";"2424";"2013-11-04T11:09";"98,22";"erittain-epatodennakoisesti";"45,25";"joukkoliikenne";"89,67";"91,09";"0";"joukkoliikenne"; ;"100";"100";"henkiloauto";"40-49";"Mellunkylä (Kontula,  Vesala, Mellunmäki, Kivikko, Kurkimäki)";"fi";"0";"99,41";"yksin-asuva";"100";"91,57000000000001"
"mita-ajattelet-tulevaisuuden-k";"534";"2433";"2013-11-04T11:10";"6,15";"melko-todennakoisesti";"77,58";"joukkoliikenne";"0";"0";"22,42";"kavely"; ; ;"0"; ;"40-49";"Länsisatama (Ruoholahti, Salmisaari, Lapinlahti, Jätkäsaari, Hernesaari)";"fi";"0";"14,88";"muu";"8,53";"4,17"
"mita-ajattelet-tulevaisuuden-k";"535";"2434";"2013-11-04T11:10"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"536";"2438";"2013-11-04T11:10"; ;"vaikea-sanoa"; ;"joukkoliikenne"; ; ; ;"polkupyora";"vantaalla"; ; ;"kavely";"50-59";"Sörnäinen";"fi"; ; ;"lapsiperhe"; ; 
"mita-ajattelet-tulevaisuuden-k";"537";"2443";"2013-11-04T11:10"; ;"erittain-todennakoisesti"; ;"joukkoliikenne"; ; ; ;"kavely"; ; ; ;"polkupyora";"30-39";"Malmi (Pihlajamäki, Tattariharju, Pihlajisto)";"fi"; ; ;"yksin-asuva"; ; 
"mita-ajattelet-tulevaisuuden-k";"538";"2449";"2013-11-04T11:10";"87,5";"erittain-todennakoisesti";"69,64";"joukkoliikenne";"15,280000000000001";"79,56";"13,290000000000001";"henkiloauto"; ;"14,48";"7,34";"kavely";"50-59";"Malmi (Pihlajamäki, Tattariharju, Pihlajisto)";"fi";"84,33"; ;"lapsiperhe";"35,910000000000004";"23,61"
"mita-ajattelet-tulevaisuuden-k";"539";"2458";"2013-11-04T11:10";"78,73";"melko-todennakoisesti";"82,3";"joukkoliikenne";"58,49";"42,22";"47,78";"henkiloauto";"espoossa";"73,17";"45,4";"kavely";"40-49"; ;"fi";"42,23";"48,57";"pariskunta";"89,69";"93,02"
"mita-ajattelet-tulevaisuuden-k";"540";"2467";"2013-11-04T11:11"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"541";"2469";"2013-11-04T11:11";"10,86";"melko-todennakoisesti"; ;"joukkoliikenne";"9,29";"38,75";"10,08";"kavely"; ;"0";"8,89";"polkupyora";"30-39";"Etu-Töölö";"fi";"0";"0";"lapsiperhe";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"542";"2487";"2013-11-04T11:12"; ;"melko-todennakoisesti"; ;"kavely"; ; ; ;"joukkoliikenne"; ; ; ;"henkiloauto";"25-29";"Kamppi";"fi"; ; ;"yksin-asuva"; ; 
"mita-ajattelet-tulevaisuuden-k";"543";"2499";"2013-11-04T11:12"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"544";"2504";"2013-11-04T11:12"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"545";"2534";"2013-11-04T11:14"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"546";"2541";"2013-11-04T11:14";"62,06";"erittain-todennakoisesti";"18,41";"polkupyora";"3,72";"3,61";"20,66";"kavely"; ;"7,29";"6,9";"joukkoliikenne";"30-39";"Suurmetsä (Puistola, Heikinlaakso, Tattarisuo, Jakomäki, Alppikylä)";"fi";"0";"0,04";"yksin-asuva";"0";"9,68"
"mita-ajattelet-tulevaisuuden-k";"548";"2543";"2013-11-04T11:14"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"549";"2544";"2013-11-04T11:14";"1,19";"erittain-todennakoisesti";"25,79";"henkiloauto";"5,56";"2,78";"98,02";"kavely"; ;"30,95";"0,4";"joukkoliikenne";"40-49";"Eira";"fi";"96,43";"24,6";"lapsiperhe";"96,43";"32,54"
"mita-ajattelet-tulevaisuuden-k";"550";"2553";"2013-11-04T11:15";"0";"melko-todennakoisesti";"41,82";"joukkoliikenne";"21,25";"9,68";"44,17";"polkupyora";"ulkomailla";"26,34";"35,980000000000004";"kavely";"25-29";"Suurmetsä (Puistola, Heikinlaakso, Tattarisuo, Jakomäki, Alppikylä)";"fi";"18,01";"8,09";"pariskunta";"21,75";"22,92"
"mita-ajattelet-tulevaisuuden-k";"551";"2565";"2013-11-04T11:15";"0";"melko-epatodennakoisesti";"0";"kavely";"0";"0";"0";"joukkoliikenne";"espoossa";"0";"0";"polkupyora";"25-29";"";"en";"0";"0";"pariskunta";"0";"0"
